1-970	8.40791471836922e-05
1-1943	2.4070878783994563e-05
1-1869	5.2044648897164915e-05
1-1854	2.6205588932720277e-05
1-371	5.861912082078355e-05
1-1225	0.00017091709001077819
1-630	5.908893178571322e-05
1-922	3.0227647445732146e-05
1-1099	2.3866191872075582e-05
1-1457	3.7376802813448026e-05
1-882	4.6182173023464574e-05
1-960	1.5821708332285174e-05
1-1465	3.6292474264584715e-05
1-750	1.1439433331412584e-05
1-509	5.125374501888679e-05
1-1049	1.4483801117339045e-05
1-672	4.021506634085343e-05
1-1311	7.702961144446414e-05
1-322	4.233619815581604e-05
1-1077	3.9985115817896503e-05
1-1331	9.996069416060601e-06
1-692	4.7121648435520825e-05
1-552	0.0002361225577969178
1-1676	2.7197533153315076e-05
1-980	2.781964121378052e-05
1-47	5.4601475326799156e-05
1-1667	7.087259773581292e-05
1-20	9.368803201915587e-05
1-557	4.961511440439529e-05
1-1191	8.34081319414594e-05
1-771	5.0512385190570236e-05
1-1158	2.2753508282500416e-05
1-774	4.735846628872859e-05
1-1690	1.556912736368145e-05
1-1178	3.86133053747181e-05
1-837	4.645908951638417e-05
1-832	4.0841121519862224e-05
1-749	0.00010863392016229528
1-1248	2.4424036109114405e-05
1-1341	4.300705910204543e-05
1-1812	5.080351105838553e-05
1-486	1.5066021189407492e-05
1-1946	2.545514931396392e-05
1-1394	3.268480060844895e-05
1-847	0.00013160012362215418
1-607	0.00010762635620788933
1-1182	2.3182838002394347e-05
1-1078	3.647899822963369e-05
1-1646	3.094257679777661e-05
1-1250	3.779540435305733e-05
1-1762	6.344823027893478e-05
1-1881	0.00015654876035749854
1-893	0.00018545312772170927
1-238	0.0001787840104632334
1-363	1.2579189111441653e-05
1-1740	1.1035287242391983e-05
1-1044	3.0794626417116194e-05
1-1560	4.1474333940718695e-05
1-1664	3.4071009057819435e-05
1-1998	3.438674053938487e-05
1-1302	5.698862008512422e-05
1-802	1.7334244123248252e-05
1-1616	5.824241045065602e-05
1-1803	3.0630014474902596e-05
1-1919	9.456068233128536e-05
1-1005	4.114776601873059e-05
1-877	0.0001161049328293139
1-742	2.865811055903285e-05
1-344	2.7731103982026554e-05
1-1802	2.6070159367154794e-05
1-1981	1.9765338258550213e-05
1-1933	1.574688340706393e-05
1-45	2.94286042770722e-05
1-1305	2.635559285390629e-05
1-1367	8.144993826097246e-06
1-787	5.970045704693809e-05
1-798	5.7780721441033045e-05
1-1525	1.0919130551099516e-05
1-1937	1.357589413893505e-05
1-1155	5.584322284788257e-05
1-1053	3.267331925925458e-05
1-1796	1.865062052810808e-05
1-514	2.5998676788543635e-05
1-770	3.1564416952500315e-05
1-1029	0.00017701583816425183
1-599	3.004506583249583e-05
1-1328	1.9136257312345992e-05
1-1098	7.483340733248578e-05
1-1585	0.00010713851065773098
1-101	4.77862327655808e-05
1-1430	1.4658411143031664e-05
1-1481	4.497502772187649e-05
1-1604	1.0939242155796312e-05
1-1092	6.559449889778055e-05
1-657	2.9182891670619356e-05
1-831	5.42925603687686e-05
1-121	0.00010043051818313759
1-1499	2.828872298876068e-05
1-1764	6.761881254679835e-05
1-1268	6.870254844177261e-05
1-879	0.00019756272630230053
1-446	0.0001736063032211751
1-1395	2.1403437882630276e-05
1-1041	3.3701638530472794e-05
1-1027	3.5089577227817745e-05
1-581	5.439747456534346e-05
1-1797	7.897724638932906e-05
1-387	0.00020013190729452205
1-32	1.5448965339752276e-05
1-1094	2.2716381654884685e-05
1-1188	0.0001113733467628847
1-1319	5.846280465585049e-05
1-1111	4.594491106326715e-05
1-1556	6.86485429829285e-05
1-1784	2.7366892106047633e-05
1-1095	7.74764748431877e-05
1-507	8.426262999611867e-05
1-1165	4.961284525823528e-05
1-713	2.657552820575038e-05
1-357	6.534695526106449e-05
1-1587	0.00012601198872399662
1-1857	2.7824275483656682e-05
1-1466	5.5387542676335615e-05
1-423	0.00011403163092556424
1-284	0.0001194348703147756
1-1389	2.143930363548621e-05
1-44	0.00016091276497716696
1-204	2.3012671969264682e-05
1-1233	4.467093083041598e-05
1-1600	2.1021112340810307e-05
1-1549	2.943931496295898e-05
1-386	0.00011856819104092092
1-1384	5.447024667947202e-05
1-24	0.00010602596912383395
1-1704	5.170092482649842e-05
1-652	4.505325499692991e-05
1-1113	0.00013940971192876752
1-571	2.853264872055912e-05
1-1259	1.2014245677021858e-05
1-1836	7.970548886400763e-05
1-1777	6.01615365017552e-05
1-1774	1.501146186790879e-05
1-1377	3.1659490710754525e-05
1-273	3.7164675739306896e-05
1-680	3.957505529471938e-05
1-1013	1.0916808885687808e-05
1-800	2.521824567753567e-05
1-1768	7.700994556627539e-05
1-317	1.4897161161992675e-05
1-93	3.816178278217659e-05
1-333	3.379225252568836e-05
1-696	5.546943579453588e-05
1-638	3.458621492864848e-05
1-1674	0.00010580143414005348
1-53	3.5245764721758836e-05
1-1507	1.3102076978802285e-05
1-1844	3.360169656525945e-05
1-1826	2.0232707265422195e-05
1-1075	0.00013028065906185192
1-414	0.00011596486095735215
1-1860	7.08928160042669e-05
1-382	7.306317127364879e-05
1-454	1.2077353525007587e-05
1-863	2.8478621502070237e-05
1-1161	7.703038023109945e-05
1-161	3.749264757599981e-05
1-928	0.0001398757213287447
1-1652	2.581299193449172e-05
1-682	0.00010692734095233717
1-1475	7.580617306234256e-05
1-778	7.60188868588763e-05
1-1754	2.6501651852894615e-05
1-186	8.159428277972599e-05
1-1792	1.8949637932734077e-05
1-1971	3.8073342598083535e-05
1-1262	1.0042073731438669e-05
1-1436	1.2646667998311231e-05
1-478	3.9874954168874776e-05
1-91	8.900416800423334e-06
1-1563	2.554184575355075e-05
1-436	5.4468957191979325e-05
1-249	9.812851657889864e-05
1-1941	5.7538927210029916e-05
1-159	0.00010955598108586072
1-1491	1.7769549271305186e-05
1-402	4.16763930885733e-05
1-741	4.6187477317945636e-05
1-1524	4.8610241982005604e-05
1-397	7.110023240741953e-05
1-1329	1.3123506291343307e-05
1-19	8.373145559149917e-05
1-1246	3.338511771037437e-05
1-567	6.702234073216957e-05
1-656	7.975228027331282e-05
1-878	7.389294175891493e-05
1-1816	4.218881083735391e-05
1-1758	2.710505520451134e-05
1-1397	0.00011108029210495282
1-198	1.4679712069573096e-05
1-1887	0.0002152569053118683
1-1427	3.146060065750131e-05
1-217	5.4192974478655e-05
1-1849	8.731257599946866e-05
1-1570	5.5515007787032845e-05
1-294	1.828857368673694e-05
1-1438	3.6762815068340516e-05
1-1945	2.692510310560267e-05
1-876	9.596904568021971e-05
1-1283	1.4605396131798127e-05
1-1326	3.274009765385049e-05
1-523	0.0004279015872742768
1-1551	5.1051796648190744e-05
1-247	5.6763049678892814e-05
1-1813	1.321692434388755e-05
1-426	0.00010846903561209833
1-885	6.82667507774224e-05
1-529	3.942270584235844e-05
1-1974	3.091715363533388e-05
1-811	5.416186040445528e-05
1-1356	2.538720345109072e-05
1-1476	7.073169140297548e-05
1-271	4.1117136611771096e-05
1-124	6.327676141087543e-05
1-1219	5.516127463719002e-05
1-1124	4.893727791485587e-05
1-1102	7.188763012473855e-05
1-1746	4.0594481037828885e-05
1-1122	4.7720023526545584e-05
1-545	5.926385595121838e-05
1-850	8.86960693201466e-05
1-1292	3.067160995035303e-05
1-1163	7.368911681189984e-05
1-704	9.710322864260022e-05
1-1031	4.9911738954313914e-05
1-654	9.065633957963415e-05
1-1965	8.041779761716918e-05
1-109	2.2009673924508486e-05
1-1599	2.127810417085348e-05
1-1865	7.456670561537576e-05
1-594	2.5193073009404513e-05
1-1456	3.234823731039818e-05
1-1908	2.324723612003971e-05
1-1422	3.784339945410969e-05
1-1493	3.337779221071519e-05
1-756	5.870734965122298e-05
1-912	6.240821758397889e-05
1-1959	1.0475038704620647e-05
1-1089	7.475218873675976e-05
1-820	3.4722473636029476e-05
1-1101	0.00010588108856416232
1-1265	2.9706322776369275e-05
1-221	7.906651697936164e-05
1-954	0.00011381952258377796
1-200	4.742912446217747e-05
1-1618	8.086388438270145e-05
1-582	6.45025810554793e-05
1-732	2.2503459483305165e-05
1-833	2.887867272577605e-05
1-1811	2.8038302351453947e-05
1-340	7.010145790223308e-05
1-697	2.4800411778840396e-05
1-144	0.00015726508866877755
1-265	1.682900316393727e-05
1-8	6.406668755538481e-05
1-1037	0.00012135461167510662
1-348	8.050426021148815e-05
1-448	3.1748548759473194e-05
1-153	0.00010623150254724603
1-84	6.358538466976007e-05
1-719	3.188332844601421e-05
1-187	7.546437696224603e-05
1-83	0.00012025915083419275
1-1506	4.225482683955992e-05
1-950	4.506162330499608e-05
1-931	0.00013060391330421806
1-1700	2.8880799667775717e-05
1-1057	0.00010686613189257743
1-681	5.415971738931642e-05
1-378	3.802952228013158e-05
1-1348	3.3429714425609866e-05
1-1990	4.546432297019828e-05
1-1808	1.4307129653671964e-05
1-81	1.6390609389766995e-05
1-1571	4.070743981349016e-05
1-1724	4.9871724822691935e-05
1-1745	0.0001774356078385796
1-795	6.10730385037854e-05
1-965	3.232961555259179e-05
1-1879	6.59328732251751e-05
1-452	5.835913501027069e-05
1-1961	2.2366642273123553e-05
1-1492	0.00010779600201936477
1-475	4.336867551185563e-05
1-1192	3.583581605802225e-05
1-618	4.5401622612315e-05
1-112	3.415320694992824e-05
1-1404	3.8840234337665714e-05
1-1157	3.0196910218228724e-05
1-1378	4.330459242981431e-05
1-1566	0.00031612750945021924
1-320	0.00025230193799133437
1-465	0.00013258711401684486
1-1303	1.2484774283795213e-05
1-1944	3.155114108477365e-05
1-450	0.0002078207398776016
1-647	4.001487275982719e-05
1-409	0.00010295203606120394
1-1766	2.7345747427979212e-05
1-1761	5.402585886072104e-05
1-215	3.9451879122958884e-05
1-539	2.874597450202549e-05
1-276	7.200478930743043e-05
1-1322	2.0598130500863633e-05
1-546	6.0873708822288995e-05
1-1309	1.969712333508569e-05
1-891	0.00011679412179164657
1-1021	0.0001161910158189668
1-1892	4.788278548366475e-05
1-1340	1.5255076332676356e-05
1-488	9.712884834428956e-06
1-1385	8.39810320631283e-05
1-932	1.5818518758501982e-05
1-1142	5.039036125565287e-05
1-824	4.470849081871241e-05
1-1721	1.2258007621534472e-05
1-1693	3.893264106594314e-05
1-155	0.00018206302479743244
1-909	3.8598827727673355e-05
1-1647	6.467069506880187e-05
1-1087	3.433631659001992e-05
1-312	4.95565139792872e-05
1-176	2.956054395692619e-05
1-225	3.571772435409915e-05
1-1437	8.793045751691806e-05
1-1135	0.00017091779608929348
1-651	7.644282032070669e-05
1-1354	9.313507126138473e-05
1-2	9.152403355715066e-05
1-223	0.00023953658913736473
1-1418	5.3608321668853865e-05
1-71	0.00013863396490583903
1-1705	2.196888604298338e-05
1-1398	0.00010036752745435405
1-1557	9.752166623860072e-05
1-1750	0.00012717221614463663
1-975	2.2532079095536297e-05
1-1380	2.6574035009088998e-05
1-219	3.4215782680772736e-05
1-1544	7.849024938617854e-05
1-699	4.366676323583499e-05
1-806	7.404816863976758e-05
1-499	5.8774625182939445e-05
1-1554	7.149467880889797e-05
1-1022	1.88177225888175e-05
1-211	1.670928468955013e-05
1-163	4.4387150144033925e-05
1-1317	1.8813655183996203e-05
1-925	6.66021402778588e-05
1-201	8.103352003369048e-05
1-1483	1.882757307052459e-05
1-489	0.000111645705194969
1-693	6.123121969936101e-05
1-724	5.917835570631635e-05
1-1542	1.3553477973188381e-05
1-342	3.083399016071093e-05
1-1441	4.886530589939538e-05
1-1736	4.5813224248608706e-05
1-1407	4.864464780087124e-05
1-743	0.0001414287301367079
1-716	0.00010379945707297052
1-1603	2.043270283752409e-05
1-1045	4.871483326574363e-05
1-688	0.0002566011479310481
1-1003	6.0605877248079076e-05
1-1335	2.1977835238277206e-05
1-663	4.900080394638756e-05
1-1288	1.8172324140504986e-05
1-311	5.242695182085861e-05
1-1338	0.00011827125236613647
1-896	4.4059805274821935e-05
1-1258	3.616793537419006e-05
1-1332	8.320178180954931e-05
1-1185	2.0801517950165325e-05
1-1447	2.749319450108623e-05
1-1181	1.7272065606635206e-05
1-1229	8.670662550998125e-05
1-1607	1.762846793611514e-05
1-1897	4.098731309842532e-05
1-598	0.00011918134281260649
1-278	8.98226341833582e-05
1-984	2.031055616650046e-05
1-1577	6.065925849720499e-05
1-1751	0.00014716187386831488
1-603	4.03730098583665e-05
1-897	0.00029529600677860926
1-1017	4.580059642614731e-05
1-1144	5.2301872633279214e-05
1-133	5.148233962330344e-05
1-869	0.0001435189801660908
1-1886	4.849624592587344e-05
1-784	0.00025970913995851207
1-789	0.000429418511772529
1-115	8.144993826097246e-06
1-726	3.327549343540278e-05
1-1790	2.0402058048774763e-05
1-1428	1.710700992147203e-05
1-1204	6.325256380386195e-05
1-1639	1.8701534593540994e-05
1-1829	9.168137711645543e-06
1-1592	3.8070268436916467e-05
1-1601	2.3403766085428777e-05
1-586	0.00022988328092532964
1-254	0.00016970475395511092
1-1914	4.1503767626504576e-05
1-785	7.920826954556452e-05
1-491	5.400347458901758e-05
1-1415	6.267159451048816e-05
1-1471	7.565872788769023e-05
1-1968	2.06446556636576e-05
1-492	6.148393834835856e-05
1-1821	0.00013544923648733527
1-966	7.769239715479135e-05
1-827	3.5569837213703405e-05
1-805	3.390263099012266e-05
1-1211	8.838030168587782e-05
1-1523	3.499071865370884e-05
1-267	0.00017893901095406884
1-1342	1.7987259276154226e-05
1-515	0.00010122355375393954
1-671	4.7298524361380536e-05
1-1727	3.969163480019172e-05
1-706	0.0002571310732361372
1-555	5.4201542502042676e-05
1-1947	2.7794366746940812e-05
1-1496	6.0720202937365075e-05
1-1297	1.9183833319684327e-05
1-1893	6.192811940155556e-05
1-675	7.594917867143025e-05
1-289	0.00010438139590113672
1-818	2.154171883594698e-05
1-1007	8.072557698198291e-05
1-1512	3.845004380028684e-05
1-181	0.00015586910127909762
1-947	6.526520663285779e-05
1-94	7.789489580421402e-05
1-1198	3.249896315591714e-05
1-1212	7.137435064921837e-05
1-1997	2.4347405965303528e-05
1-125	0.00010978364775629239
1-595	3.1299549302626896e-05
1-1399	3.990796669364552e-05
1-1909	4.425541879304274e-05
1-752	0.0001005207304448673
1-168	0.00017659306713519238
1-290	0.00012475933723744468
1-1930	2.94698686619119e-05
1-621	5.4026708489282305e-05
1-1504	5.36729888148507e-05
1-985	9.064555456854503e-05
1-637	2.7440896052537302e-05
1-1594	3.636534358572192e-05
1-562	1.086126419303107e-05
1-744	6.94370294312631e-05
1-1256	9.727081573199969e-06
1-566	5.010705689530464e-05
1-773	7.395345373102804e-05
1-304	0.00012657809697405093
1-534	1.8806107722652104e-05
1-548	0.00016651026071530203
1-15	6.807562436748018e-05
1-1889	0.00012132789578178688
1-185	5.65745033789505e-05
1-96	3.304912974722869e-05
1-1299	4.385990964021205e-05
1-645	0.0004597436307373112
1-4	2.1865194377092602e-05
1-793	0.00011478702414518692
1-1387	1.7960517105078057e-05
1-917	2.834509535601388e-05
1-1775	4.333295834673537e-05
1-16	5.9339919385825184e-05
1-855	3.75618853138237e-05
1-1709	3.0826711365529205e-05
1-1461	3.0333945783024674e-05
1-639	0.00014026052958488478
1-941	3.250579733380304e-05
1-1230	1.9830863750732744e-05
1-518	3.0414972389334553e-05
1-447	3.6713336390020025e-05
1-114	1.7420919730991866e-05
1-1757	4.68628875471342e-05
1-780	9.549288470544413e-05
1-1169	3.281912040090474e-05
1-1374	2.3732258839400972e-05
1-103	3.058878229041272e-05
1-1275	5.7513425946697994e-05
1-233	6.537861095207427e-05
1-1413	3.243277592699095e-05
1-281	0.00015912886220279554
1-986	2.952295935302078e-05
1-584	2.443616357474519e-05
1-1715	4.266393773242406e-05
1-1904	2.061216537256504e-05
1-1679	4.554054657491151e-05
1-569	3.455033975403475e-05
1-674	0.00022478315045637982
1-334	8.520431385994618e-05
1-68	0.00012183334714651916
1-754	9.512173162261983e-05
1-1140	5.002154549493726e-05
1-1994	2.3698491627153605e-05
1-33	4.172412850001621e-05
1-26	4.513966668574112e-05
1-196	5.701790832751479e-05
1-1118	1.7625688512452555e-05
1-1046	9.422099384375636e-05
1-296	0.00015172645043816675
1-1834	4.3019003788660984e-05
1-852	2.558452936705212e-05
1-1954	1.8168212868298837e-05
1-1107	0.00011390848066729487
1-797	6.216976573439444e-05
1-993	3.099107000083248e-05
1-1495	4.493605480283922e-05
1-1402	2.5660140719366066e-05
1-1472	2.35328635012979e-05
